instrument_name,creation_timestamp,mark_iv
BTC-27JUN25-120000-P,1749938299500,41.13
BTC-25JUL25-140000-P,1749938299500,46.13
BTC-15JUN25-103000-P,1749938299500,44.77
BTC-25JUL25-112000-C,1749938299500,40.3
BTC-15JUN25-120000-C,1749938299501,63.86
BTC-27JUN25-100000-P,1749938299501,41.53
BTC-4JUL25-125000-P,1749938299501,41.76
BTC-20JUN25-104000-P,1749938299501,39.46
BTC-20JUN25-106000-C,1749938299501,37.38
BTC-27JUN25-140000-C,1749938299501,58.95
BTC-26DEC25-110000-C,1749938299501,46.47
BTC-20JUN25-117000-C,1749938299501,43.53
BTC-27JUN25-20000-C,1749938299501,140.5
BTC-26SEP25-95000-C,1749938299501,45.01
BTC-27JUN25-107000-C,1749938299501,37.55
BTC-20JUN25-122000-C,1749938299501,51.03
BTC-20JUN25-90000-P,1749938299501,64.44
BTC-25JUL25-125000-C,1749938299501,41.77
BTC-15JUN25-102000-P,1749938299501,52.19
BTC-26SEP25-95000-P,1749938299501,45.01
BTC-25JUL25-70000-C,1749938299501,60.9
BTC-26SEP25-120000-C,1749938299501,44.43
BTC-4JUL25-96000-P,1749938299501,42.45
BTC-15JUN25-113000-C,1749938299501,45.12
BTC-15JUN25-103500-C,1749938299501,38.67
BTC-4JUL25-104000-P,1749938299501,38.66
BTC-26SEP25-65000-C,1749938299501,56.94
BTC-27JUN25-220000-P,1749938299501,108.45
BTC-4JUL25-102000-C,1749938299501,39.31
BTC-15JUN25-100000-P,1749938299501,70.8
BTC-26SEP25-90000-C,1749938299501,45.89
BTC-26SEP25-280000-P,1749938299501,63.01
BTC-20JUN25-114000-C,1749938299501,39.41
BTC-20JUN25-94000-C,1749938299501,55.85
BTC-25JUL25-100000-C,1749938299501,41.78
BTC-26SEP25-400000-P,1749938299501,80.61
BTC-26SEP25-200000-P,1749938299501,54.75
BTC-15JUN25-105000-C,1749938299501,25.44
BTC-26SEP25-210000-C,1749938299501,55.51
BTC-4JUL25-100000-C,1749938299501,40.19
BTC-27JUN25-300000-P,1749938299501,134.97
BTC-27MAR26-230000-C,1749938299501,52.27
BTC-29AUG25-40000-P,1749938299501,82.67
BTC-29AUG25-190000-C,1749938299501,55.73
BTC-26SEP25-300000-C,1749938299501,66.89
BTC-27MAR26-120000-P,1749938299501,47.58
BTC-27MAR26-30000-C,1749938299501,71.55
BTC-29AUG25-116000-P,1749938299501,42.79
BTC-15JUN25-108000-P,1749938299501,37.39
BTC-26SEP25-210000-P,1749938299501,55.51
BTC-4JUL25-150000-C,1749938299501,57.97
BTC-27MAR26-260000-P,1749938299501,54.09
BTC-27JUN25-84000-P,1749938299501,59.37
BTC-26DEC25-30000-P,1749938299501,77.82
BTC-26DEC25-125000-C,1749938299501,46.84
BTC-27JUN25-30000-C,1749938299501,140.5
BTC-27MAR26-130000-C,1749938299501,47.88
BTC-26DEC25-230000-C,1749938299501,53.87
BTC-15JUN25-101000-C,1749938299501,61.93
BTC-29AUG25-96000-C,1749938299501,43.98
BTC-25JUL25-98000-C,1749938299501,42.32
BTC-26DEC25-85000-C,1749938299501,48.06
BTC-27MAR26-65000-P,1749938299501,52.25
BTC-26DEC25-95000-P,1749938299501,46.94
BTC-15JUN25-105500-P,1749938299501,22.18
BTC-20JUN25-96000-C,1749938299501,52.01
BTC-27JUN25-30000-P,1749938299501,140.5
BTC-4JUL25-107000-P,1749938299501,37.86
BTC-20JUN25-97000-C,1749938299501,50.17
BTC-4JUL25-98000-P,1749938299501,41.2
BTC-27JUN25-150000-P,1749938299501,71.35
BTC-16JUN25-122000-C,1749938299501,63.7
BTC-26SEP25-20000-P,1749938299501,104.1
BTC-26DEC25-65000-P,1749938299501,53.36
BTC-4JUL25-120000-P,1749938299501,39.45
BTC-20JUN25-98000-P,1749938299501,48.4
BTC-27JUN25-110000-C,1749938299501,37.57
BTC-4JUL25-90000-P,1749938299501,47.31
BTC-15JUN25-118000-C,1749938299501,61.33
BTC-20JUN25-125000-P,1749938299501,57.41
BTC-20JUN25-110000-P,1749938299501,36.9
BTC-25JUL25-100000-P,1749938299501,41.78
BTC-26DEC25-30000-C,1749938299501,77.82
BTC-27JUN25-120000-C,1749938299501,41.13
BTC-15JUN25-116000-P,1749938299501,53.84
BTC-4JUL25-103000-C,1749938299501,39.02
BTC-29AUG25-80000-P,1749938299501,49.21
BTC-16JUN25-108000-P,1749938299501,29.75
BTC-16JUN25-114000-C,1749938299501,43.05
BTC-27JUN25-97000-P,1749938299501,44.39
BTC-15JUN25-106000-C,1749938299501,22.09
BTC-25JUL25-180000-P,1749938299501,61.45
BTC-16JUN25-116000-P,1749938299501,50.15
BTC-27MAR26-230000-P,1749938299501,52.27
BTC-27MAR26-280000-P,1749938299501,54.66
BTC-27MAR26-120000-C,1749938299501,47.58
BTC-20JUN25-105000-P,1749938299501,38.64
BTC-27MAR26-180000-P,1749938299501,50.01
BTC-25JUL25-170000-P,1749938299501,58.24
BTC-27MAR26-240000-C,1749938299501,52.6
BTC-27JUN25-20000-P,1749938299501,140.5
BTC-27JUN25-109000-P,1749938299501,37.56
BTC-4JUL25-105000-P,1749938299501,38.25
BTC-27JUN25-400000-C,1749938299501,136.81
BTC-15JUN25-98000-C,1749938299501,76.52
BTC-25JUL25-95000-P,1749938299501,43.41
BTC-29AUG25-102000-C,1749938299501,43.23
BTC-20JUN25-120000-C,1749938299501,48.1
BTC-25JUL25-125000-P,1749938299501,41.77
BTC-29AUG25-100000-C,1749938299501,43.44
BTC-29AUG25-102000-P,1749938299501,43.23
BTC-27MAR26-140000-P,1749938299501,48.21
BTC-4JUL25-112000-C,1749938299501,37.84
BTC-4JUL25-109000-P,1749938299501,37.76
BTC-25JUL25-130000-C,1749938299501,43.22
BTC-4JUL25-101000-C,1749938299501,39.69
BTC-25JUL25-200000-P,1749938299501,67.68
BTC-15JUN25-126000-C,1749938299501,67.14
BTC-26DEC25-300000-C,1749938299501,57.58
BTC-27JUN25-300000-C,1749938299501,134.97
BTC-27MAR26-135000-P,1749938299501,48.0
BTC-26SEP25-125000-C,1749938299501,44.77
BTC-26DEC25-170000-C,1749938299501,49.65
BTC-17JUN25-103000-C,1749938299501,39.87
BTC-25JUL25-108000-P,1749938299501,40.38
BTC-16JUN25-105000-P,1749938299501,32.92
BTC-29AUG25-130000-P,1749938299501,43.74
BTC-29AUG25-70000-C,1749938299501,55.19
BTC-20JUN25-99000-C,1749938299501,46.76
BTC-17JUN25-94000-P,1749938299501,66.48
BTC-27MAR26-100000-C,1749938299501,47.83
BTC-25JUL25-30000-P,1749938299501,124.78
BTC-20JUN25-122000-P,1749938299501,51.03
BTC-17JUN25-101000-P,1749938299501,45.12
BTC-27MAR26-130000-P,1749938299501,47.88
BTC-29AUG25-80000-C,1749938299501,49.21
BTC-20JUN25-140000-P,1749938299501,78.45
BTC-29AUG25-95000-P,1749938299501,44.17
BTC-4JUL25-94000-P,1749938299501,43.93
BTC-4JUL25-99000-P,1749938299501,40.61
BTC-26DEC25-210000-P,1749938299501,52.49
BTC-27JUN25-105000-C,1749938299501,38.2
BTC-16JUN25-109000-P,1749938299501,30.29
BTC-16JUN25-101000-P,1749938299501,48.09
BTC-4JUL25-113000-P,1749938299501,37.92
BTC-27JUN25-65000-P,1749938299501,98.13
BTC-29AUG25-170000-C,1749938299501,50.88
BTC-27MAR26-260000-C,1749938299502,54.09
BTC-20JUN25-105000-C,1749938299502,38.64
BTC-26DEC25-340000-C,1749938299502,60.26
BTC-4JUL25-108000-C,1749938299502,37.75
BTC-26DEC25-60000-P,1749938299502,55.54
BTC-29AUG25-190000-P,1749938299502,55.73
BTC-17JUN25-96000-C,1749938299502,60.64
BTC-15JUN25-102000-C,1749938299502,52.19
BTC-29AUG25-135000-P,1749938299502,44.3
BTC-25JUL25-124000-C,1749938299502,41.71
BTC-25JUL25-122000-C,1749938299502,41.24
BTC-25JUL25-50000-C,1749938299502,86.57
BTC-4JUL25-115000-C,1749938299502,38.11
BTC-26DEC25-120000-C,1749938299502,46.66
BTC-27MAR26-75000-C,1749938299502,50.05
BTC-16JUN25-104000-P,1749938299502,36.48
BTC-25JUL25-84000-C,1749938299502,49.28
BTC-27MAR26-200000-P,1749938299502,51.12
BTC-17JUN25-114000-C,1749938299502,43.7
BTC-26DEC25-180000-P,1749938299502,50.55
BTC-27MAR26-125000-C,1749938299502,47.73
BTC-26SEP25-140000-P,1749938299502,46.2
BTC-26SEP25-80000-C,1749938299502,48.86
BTC-20JUN25-103000-P,1749938299502,40.94
BTC-27MAR26-150000-C,1749938299502,48.64
BTC-17JUN25-109000-C,1749938299502,33.04
BTC-16JUN25-101000-C,1749938299502,48.09
BTC-27JUN25-102000-C,1749938299502,40.14
BTC-27MAR26-110000-C,1749938299502,47.35
BTC-27JUN25-107000-P,1749938299502,37.55
BTC-26SEP25-260000-P,1749938299502,61.79
BTC-27JUN25-78000-P,1749938299502,69.74
BTC-25JUL25-90000-C,1749938299502,45.52
BTC-25JUL25-116000-C,1749938299502,40.52
BTC-25JUL25-85000-C,1749938299502,48.56
BTC-26SEP25-80000-P,1749938299502,48.86
BTC-25JUL25-126000-C,1749938299502,42.03
BTC-29AUG25-112000-P,1749938299502,42.74
BTC-29AUG25-125000-P,1749938299502,43.27
BTC-26SEP25-40000-P,1749938299502,77.16
BTC-25JUL25-98000-P,1749938299502,42.32
BTC-25JUL25-104000-C,1749938299502,40.86
BTC-17JUN25-116000-P,1749938299502,52.72
BTC-27MAR26-105000-C,1749938299502,47.69
BTC-27MAR26-40000-P,1749938299502,63.77
BTC-26DEC25-280000-P,1749938299502,56.29
BTC-15JUN25-107000-P,1749938299502,28.42
BTC-27JUN25-170000-P,1749938299502,89.85
BTC-29AUG25-60000-C,1749938299502,62.85
BTC-26SEP25-130000-C,1749938299502,45.2
BTC-20JUN25-90000-C,1749938299502,64.44
BTC-27JUN25-97000-C,1749938299502,44.39
BTC-26DEC25-20000-P,1749938299502,91.96
BTC-25JUL25-104000-P,1749938299502,40.86
BTC-16JUN25-122000-P,1749938299502,63.7
BTC-26DEC25-400000-P,1749938299502,62.53
BTC-17JUN25-102000-P,1749938299502,42.45
BTC-25JUL25-30000-C,1749938299502,124.78
BTC-17JUN25-120000-C,1749938299502,56.84
BTC-26DEC25-50000-P,1749938299502,61.48
BTC-27JUN25-84000-C,1749938299502,59.37
BTC-15JUN25-106500-P,1749938299502,23.37
BTC-29AUG25-106000-C,1749938299502,42.96
BTC-20JUN25-111000-C,1749938299502,37.13
BTC-29AUG25-130000-C,1749938299502,43.74
BTC-16JUN25-107000-P,1749938299502,29.67
BTC-29AUG25-160000-P,1749938299502,48.78
BTC-25JUL25-124000-P,1749938299502,41.71
BTC-15JUN25-115000-P,1749938299502,53.84
BTC-26DEC25-130000-C,1749938299502,47.07
BTC-26SEP25-100000-P,1749938299502,44.5
BTC-25JUL25-94000-P,1749938299502,43.75
BTC-26DEC25-150000-P,1749938299502,48.31
BTC-26DEC25-340000-P,1749938299502,60.26
BTC-15JUN25-106000-P,1749938299502,22.09
BTC-20JUN25-135000-C,1749938299502,74.01
BTC-29AUG25-85000-C,1749938299502,47.01
BTC-15JUN25-107000-C,1749938299502,28.42
BTC-27MAR26-180000-C,1749938299502,50.01
BTC-27MAR26-90000-C,1749938299502,48.21
BTC-15JUN25-98000-P,1749938299502,76.52
BTC-20JUN25-107000-C,1749938299502,36.85
BTC-17JUN25-103000-P,1749938299502,39.87
BTC-25JUL25-75000-P,1749938299502,56.14
BTC-26SEP25-90000-P,1749938299502,45.89
BTC-15JUN25-94000-C,1749938299502,84.05
BTC-26SEP25-220000-C,1749938299502,56.67
BTC-27MAR26-85000-P,1749938299502,48.66
BTC-15JUN25-96000-C,1749938299502,76.56
BTC-27MAR26-50000-P,1749938299502,58.03
BTC-26SEP25-130000-P,1749938299502,45.2
BTC-4JUL25-102000-P,1749938299502,39.31
BTC-27MAR26-20000-C,1749938299502,82.48
BTC-29AUG25-110000-P,1749938299502,42.75
BTC-29AUG25-124000-C,1749938299502,43.14
BTC-15JUN25-104500-C,1749938299502,29.05
BTC-27JUN25-160000-P,1749938299502,81.99
BTC-26SEP25-115000-P,1749938299502,44.17
BTC-25JUL25-106000-P,1749938299502,40.6
BTC-15JUN25-122000-C,1749938299502,63.89
BTC-27JUN25-200000-C,1749938299503,96.54
BTC-27MAR26-40000-C,1749938299503,63.77
BTC-16JUN25-104000-C,1749938299503,36.48
BTC-20JUN25-117000-P,1749938299503,43.53
BTC-26SEP25-240000-C,1749938299503,59.64
BTC-16JUN25-98000-C,1749938299503,59.37
BTC-29AUG25-92000-C,1749938299503,44.81
BTC-25JUL25-130000-P,1749938299503,43.22
BTC-16JUN25-108000-C,1749938299503,29.75
BTC-25JUL25-160000-P,1749938299503,54.06
BTC-4JUL25-130000-P,1749938299503,44.44
BTC-27MAR26-90000-P,1749938299503,48.21
BTC-16JUN25-114000-P,1749938299503,43.05
BTC-26DEC25-130000-P,1749938299503,47.07
BTC-27JUN25-80000-C,1749938299503,65.42
BTC-4JUL25-113000-C,1749938299503,37.92
BTC-26SEP25-220000-P,1749938299503,56.67
BTC-29AUG25-116000-C,1749938299503,42.79
BTC-29AUG25-126000-C,1749938299503,43.38
BTC-20JUN25-135000-P,1749938299503,74.01
BTC-27JUN25-50000-P,1749938299503,136.53
BTC-27JUN25-80000-P,1749938299503,65.42
BTC-27JUN25-60000-P,1749938299503,111.8
BTC-20JUN25-115000-P,1749938299503,40.48
BTC-27JUN25-65000-C,1749938299503,98.13
BTC-25JUL25-92000-C,1749938299503,44.62
BTC-27MAR26-150000-P,1749938299503,48.64
BTC-26SEP25-70000-C,1749938299503,53.76
BTC-17JUN25-108000-P,1749938299503,32.74
BTC-29AUG25-120000-P,1749938299503,42.96
BTC-26DEC25-170000-P,1749938299503,49.65
BTC-16JUN25-110000-P,1749938299503,34.59
BTC-25JUL25-180000-C,1749938299503,61.45
BTC-27JUN25-250000-C,1749938299503,115.8
BTC-4JUL25-117000-C,1749938299503,38.6
BTC-26SEP25-65000-P,1749938299503,56.94
BTC-27MAR26-95000-P,1749938299503,47.9
BTC-29AUG25-50000-C,1749938299503,72.36
BTC-26DEC25-220000-P,1749938299503,53.35
BTC-27JUN25-101000-C,1749938299503,40.74
BTC-26SEP25-105000-C,1749938299503,44.03
BTC-27JUN25-135000-P,1749938299503,55.13
BTC-26DEC25-200000-C,1749938299503,51.98
BTC-27JUN25-40000-P,1749938299503,140.5
BTC-17JUN25-98000-P,1749938299503,54.18
BTC-20JUN25-85000-C,1749938299503,74.54
BTC-20JUN25-150000-C,1749938299503,91.46
BTC-17JUN25-104000-C,1749938299503,37.45
BTC-15JUN25-94000-P,1749938299503,84.05
BTC-27JUN25-50000-C,1749938299503,136.53
BTC-26SEP25-160000-P,1749938299503,48.95
BTC-27MAR26-240000-P,1749938299503,52.6
BTC-27MAR26-280000-C,1749938299503,54.66
BTC-25JUL25-80000-C,1749938299503,52.01
BTC-27MAR26-220000-P,1749938299503,51.9
BTC-16JUN25-106000-P,1749938299503,29.82
BTC-4JUL25-96000-C,1749938299503,42.45
BTC-26SEP25-50000-P,1749938299503,67.79
BTC-27MAR26-125000-P,1749938299503,47.73
BTC-29AUG25-140000-P,1749938299503,44.86
BTC-25JUL25-85000-P,1749938299503,48.56
BTC-4JUL25-100000-P,1749938299503,40.19
BTC-27JUN25-90000-C,1749938299503,51.93
BTC-15JUN25-103500-P,1749938299503,38.67
BTC-25JUL25-118000-C,1749938299503,40.59
BTC-26SEP25-105000-P,1749938299503,44.03
BTC-27MAR26-80000-C,1749938299503,49.24
BTC-25JUL25-114000-C,1749938299503,40.38
BTC-26DEC25-90000-P,1749938299503,47.4
BTC-4JUL25-99000-C,1749938299503,40.61
BTC-27MAR26-170000-P,1749938299503,49.48
BTC-26SEP25-20000-C,1749938299503,104.1
BTC-26SEP25-70000-P,1749938299503,53.76
BTC-25JUL25-60000-P,1749938299503,71.95
BTC-20JUN25-115000-C,1749938299503,40.48
BTC-27JUN25-85000-P,1749938299503,58.33
BTC-26SEP25-85000-P,1749938299503,47.25
BTC-26DEC25-150000-C,1749938299503,48.31
BTC-17JUN25-112000-C,1749938299503,37.09
BTC-27JUN25-111000-P,1749938299503,37.57
BTC-15JUN25-111000-C,1749938299503,43.72
BTC-26SEP25-75000-C,1749938299503,50.9
BTC-20JUN25-118000-P,1749938299503,44.74
BTC-27JUN25-78000-C,1749938299503,69.74
BTC-26SEP25-110000-C,1749938299503,44.05
BTC-16JUN25-120000-P,1749938299503,60.09
BTC-20JUN25-101000-P,1749938299503,43.77
BTC-25JUL25-140000-C,1749938299503,46.13
BTC-25JUL25-116000-P,1749938299503,40.52
BTC-26DEC25-75000-P,1749938299503,50.09
BTC-27JUN25-130000-C,1749938299503,49.66
BTC-27JUN25-240000-C,1749938299503,111.57
BTC-15JUN25-115000-C,1749938299503,53.84
BTC-26SEP25-240000-P,1749938299503,59.64
BTC-4JUL25-140000-C,1749938299503,51.94
BTC-26DEC25-70000-P,1749938299503,51.55
BTC-27JUN25-160000-C,1749938299503,81.99
BTC-29AUG25-120000-C,1749938299503,42.96
BTC-26SEP25-30000-C,1749938299503,89.28
BTC-29AUG25-50000-P,1749938299503,72.36
BTC-29AUG25-94000-C,1749938299503,44.35
BTC-4JUL25-135000-P,1749938299503,47.97
BTC-4JUL25-106000-C,1749938299503,38.07
BTC-4JUL25-90000-C,1749938299503,47.31
BTC-26SEP25-180000-C,1749938299503,51.45
BTC-27MAR26-160000-C,1749938299503,49.01
BTC-17JUN25-94000-C,1749938299503,66.48
BTC-17JUN25-116000-C,1749938299503,52.72
BTC-26DEC25-140000-P,1749938299503,47.63
BTC-15JUN25-109000-P,1749938299503,43.72
BTC-27MAR26-320000-C,1749938299503,55.84
BTC-29AUG25-108000-P,1749938299503,42.82
BTC-25JUL25-115000-P,1749938299503,40.41
BTC-26DEC25-100000-C,1749938299503,46.66
BTC-26SEP25-160000-C,1749938299503,48.95
BTC-15JUN25-124000-P,1749938299503,63.9
BTC-26DEC25-60000-C,1749938299503,55.54
BTC-27JUN25-135000-C,1749938299503,55.13
BTC-27JUN25-70000-C,1749938299503,87.92
BTC-25JUL25-102000-C,1749938299503,41.36
BTC-27MAR26-85000-C,1749938299503,48.66
BTC-15JUN25-126000-P,1749938299503,67.14
BTC-20JUN25-99000-P,1749938299503,46.76
BTC-26SEP25-60000-P,1749938299503,59.97
BTC-26DEC25-95000-C,1749938299503,46.94
BTC-26DEC25-240000-C,1749938299503,54.48
BTC-4JUL25-85000-C,1749938299503,52.08
